,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10,Total
1104,Topps Heritage High Number 1973 Topps Candy Lids,2022,0,0,–,0,0,0,0,0,0,0,2,0,2
1105,Topps Heritage High Number All Aboard!,2022,1,0,–,0,0,0,0,0,0,2,24,27,54
1106,Topps Heritage High Number All Aboard! Autograph Relics,2022,1,0,–,0,0,0,0,0,0,2,0,0,3
1107,Topps Heritage High Number All Aboard! Autographs,2022,0,0,–,0,0,1,0,0,0,1,3,1,6
1108,Topps Heritage High Number All Aboard! Relics,2022,0,0,–,0,0,0,0,0,0,0,2,0,2
1109,Topps Heritage High Number Award Winners,2022,0,0,–,0,0,0,0,2,2,4,19,22,49
1110,Topps Heritage High Number Combo Cards,2022,0,0,–,0,0,0,0,1,0,3,31,62,97
1111,Topps Heritage High Number Rookie Performers,2022,1,0,–,0,0,0,0,1,2,13,120,186,323
1112,Topps Heritage Minor League,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1113,Topps Heritage Minor League 1973 Topps Pack Cover Autographs,2022,0,0,–,0,0,0,0,0,0,0,2,1,3
1114,Topps Heritage New Age Performers,2022,1,0,–,0,0,1,0,0,1,11,79,119,212
1115,Topps Heritage News Flashbacks,2022,0,0,–,0,0,0,0,0,0,1,2,12,15
1116,Topps Heritage Now and Then,2022,0,0,–,0,0,0,1,0,0,2,29,33,65
1117,Topps Heritage Oversized 1973 Topps,2022,0,0,–,0,1,0,1,1,0,4,9,3,19
1118,Topps Heritage Real One Autographs,2022,8,0,–,0,0,0,4,6,30,209,767,326,"1,350"
1119,Topps Heritage Real One Dual Autographs,2022,0,0,–,0,0,0,0,1,0,4,15,16,36
1120,Topps Heritage Real One Triple Autographs,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1121,Topps Heritage Then and Now,2022,0,0,–,0,0,0,0,0,0,0,2,3,5
1122,Topps Holiday,2022,1,0,–,0,0,2,3,16,18,212,"1,400","3,881","5,533"
1123,Topps Holiday Autograph Relics,2022,0,0,–,0,0,0,1,1,3,3,11,12,31
1124,Topps Holiday Autographs,2022,0,0,–,0,0,0,0,1,3,9,72,121,206
1125,Topps Holiday Countdown,2022,0,0,–,0,0,0,0,0,0,4,94,274,372
1126,Topps Holiday Holiday Relics,2022,0,0,–,0,0,0,0,1,0,0,0,0,1
1127,Topps Holiday Oversized Die-Cut MLB Ornaments,2022,0,0,–,0,0,0,0,0,0,1,0,2,3
1128,Topps Holiday Relics,2022,0,0,–,0,0,1,3,4,3,24,96,206,337
1129,Topps Home Field Advantage,2022,12,0,–,0,0,1,3,14,99,"1,007","3,144",534,"4,814"
1130,Topps Home Run Challenge Code,2022,0,0,–,0,0,0,1,0,15,24,18,1,59
1131,Topps Home Run Challenge Winners,2022,0,0,–,0,0,0,0,0,2,7,63,358,430
1132,Topps Home Run Challenge Winners International Trading Card Day,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1133,Topps in the Name Relics,2022,1,0,–,0,0,0,0,0,3,2,0,0,6
1134,Topps Inception,2022,0,0,–,0,0,0,0,0,6,21,208,868,"1,103"
1135,Topps Inception Inception Autograph Jumbo Hat Patch,2022,0,0,–,0,0,0,0,1,0,0,6,13,20
1136,Topps Inception Inception Autograph Patch,2022,0,0,–,0,0,0,0,0,0,1,1,1,3
1137,Topps Inception Inception Autographed Batting Glove Relic,2022,0,0,–,0,0,0,0,0,0,0,3,14,17
1138,Topps Inception Inception Autographed Game Socks Relic,2022,0,0,–,0,0,0,0,0,0,0,10,20,30
1139,Topps Inception Inception Autographed Patch,2022,3,0,–,0,1,0,0,4,3,32,249,546,838
1140,Topps Inception Inception Dawn of Greatness Autographs,2022,0,0,–,0,0,0,0,0,0,0,0,11,11
1141,Topps Inception Inception Silver Signings,2022,3,0,–,0,0,0,0,0,4,36,110,26,179
1142,Topps Inception Rookie and Emerging Stars Autographs,2022,6,0,–,0,0,1,3,1,5,23,194,620,853
1143,Topps Inception Short Print Inception Autographs,2022,0,0,–,0,0,0,0,0,0,0,2,6,8
1144,Topps Japan Edition,2022,0,0,–,0,0,1,4,36,39,152,437,"1,157","1,826"
1145,Topps Japan Edition 1987 Topps Cherry Tree Variation,2022,0,0,–,0,0,1,3,10,19,106,411,356,906
1146,Topps Japan Edition Autographs,2022,1,0,–,0,0,0,0,0,0,13,16,8,38
1147,Topps Japan Edition MVP,2022,2,0,–,0,0,0,0,2,11,32,52,81,180
1148,Topps Japan Edition MVP Commemorative Patch Relic,2022,0,0,–,0,0,0,5,1,1,4,3,1,15
1149,Topps Living,2022,9,1,–,0,1,2,4,7,17,139,"2,077","3,125","5,382"
1150,Topps Luminaries Cut Signatures,2022,0,0,–,0,0,0,0,0,0,0,1,4,5
1151,Topps Luminaries Cut Signatures Relics,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1152,Topps Luminaries Hit Kings Autograph Patches,2022,0,0,–,0,0,0,0,1,1,3,7,8,20
1153,Topps Luminaries Hit Kings Autograph Relics,2022,3,0,–,0,0,0,0,0,0,8,22,16,49
1154,Topps Luminaries Hit Kings Autographs,2022,1,0,–,0,0,0,0,0,1,11,54,54,121
1155,Topps Luminaries Home Run Kings Autograph Patches,2022,0,0,–,0,0,0,0,0,1,4,13,8,26
1156,Topps Luminaries Home Run Kings Autograph Relics,2022,0,0,–,0,0,0,1,0,2,7,20,15,45
1157,Topps Luminaries Home Run Kings Autographs,2022,4,0,–,0,0,0,0,0,1,7,49,57,118
1158,Topps Luminaries Masters of the Mound Autograph Patches,2022,0,0,–,0,0,0,0,0,0,1,2,2,5
1159,Topps Luminaries Masters of the Mound Autograph Relics,2022,0,0,–,0,0,0,0,0,0,4,5,3,12
1160,Topps Luminaries Masters of the Mound Autographs,2022,0,0,–,0,0,0,0,0,0,4,5,9,18
1161,Topps Luminaries Spark of Light Autograph Relics,2022,0,0,–,0,0,0,0,0,1,6,5,3,15
1162,Topps Luminaries Spark of Light Autographs,2022,0,0,–,0,0,0,0,0,1,4,21,4,30
1163,Topps Luminaries Spark of Light Dual Autograph Patches,2022,1,0,–,0,0,0,0,0,0,1,2,0,4
1164,Topps Luminaries Spark of Light Dual Autographs,2022,1,0,–,0,0,0,0,0,0,0,2,4,7
1165,Topps Major League Material,2022,3,0,–,0,0,1,3,2,12,43,88,75,227
1166,Topps Mini,2022,0,0,–,0,0,0,1,1,3,29,273,512,819
1167,Topps Mini 1987 Topps,2022,0,0,–,0,0,0,0,0,0,9,81,80,170
1168,Topps Mini Mini Base Autographs,2022,0,0,–,0,0,0,0,0,0,1,10,33,44
1169,Topps Mint Collective,2022,0,0,–,0,0,0,0,0,0,0,5,32,37
1170,Topps MLB 3D,2022,0,0,–,0,0,0,0,4,6,59,338,416,823
1171,Topps MLB 3D 2022 Rookie Class Motion,2022,0,0,–,0,0,0,1,0,1,14,167,381,564
1172,Topps MLB All-Star Game Art Collection,2022,0,0,–,0,0,0,0,0,0,0,16,24,40
1173,Topps MLB Logo Commemorative Medallion,2022,0,0,–,0,0,0,0,0,5,10,13,1,29
1174,Topps MLB Rookie of the Year 75th Anniversary,2022,0,0,–,0,0,0,0,0,5,20,109,122,256
1175,Topps Museum Collection,2022,0,0,–,0,0,1,2,15,70,260,261,52,661
1176,Topps Museum Collection Archival Autographs,2022,9,0,–,0,0,0,1,10,32,128,104,20,304
1177,Topps Museum Collection Autographed Jumbo Lumber Bat Relics,2022,0,0,–,0,0,0,0,1,0,3,0,0,4
1178,Topps Museum Collection Canvas Collection Originals Sketch,2022,0,0,–,0,0,0,0,0,2,3,5,0,10
1179,Topps Museum Collection Canvas Collection Reprints,2022,0,0,–,0,0,0,0,1,0,10,36,52,99
1180,Topps Museum Collection Dual Autographs,2022,1,0,–,0,0,0,0,0,2,6,4,0,13
1181,Topps Museum Collection Dual Meaningful Material Relics,2022,0,0,–,0,0,0,0,0,1,7,13,2,23
1182,Topps Museum Collection Four-Player Primary Pieces Quad Relics,2022,0,0,–,0,0,0,0,0,0,12,29,30,71
1183,Topps Museum Collection Framed Hall of Fame Autographs,2022,0,0,–,0,0,0,0,0,0,2,7,2,11
1184,Topps Museum Collection Jumbo Lumber Bat Nameplate Relics 1/1,2022,1,0,–,0,0,0,0,0,0,1,1,1,4
1185,Topps Museum Collection Meaningful Materials Relics I,2022,1,0,–,0,0,0,0,1,1,23,26,2,54
1186,Topps Museum Collection Meaningful Materials Relics II,2022,0,0,–,0,0,0,0,0,1,11,27,12,51
1187,Topps Museum Collection MLB Authenticated Base Autograph Relics,2022,1,0,–,0,0,0,0,0,1,3,3,0,8
1188,Topps Museum Collection MLB Authenticated Base Relics,2022,1,0,–,0,0,0,0,0,1,3,0,1,6
1189,Topps Museum Collection Momentous Material Jumbo Patch Autographs,2022,0,0,–,0,0,0,0,1,1,12,16,2,32
1190,Topps Museum Collection Momentous Material Jumbo Patch Relics,2022,0,0,–,0,0,0,1,0,0,4,9,0,14
1191,Topps Museum Collection Museum Framed Autograph Patch 1/1,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1192,Topps Museum Collection Museum Framed Autographs,2022,1,0,–,0,0,0,0,1,2,15,42,6,67
1193,Topps Museum Collection Museum Memorabilia Laundry Tags 1/1,2022,0,0,–,0,0,0,0,0,0,0,2,1,3
1194,Topps Museum Collection Museum Memorabilia MLB Silhouetted Batter Logo 1/1,2022,0,0,–,0,0,0,1,0,0,1,2,0,4
1195,Topps Museum Collection Single-Player Primary Pieces Quad Relic Legends,2022,0,0,–,0,0,0,0,0,0,4,3,1,8
1196,Topps Museum Collection Single-Player Primary Pieces Quad Relics,2022,0,0,–,0,0,0,0,1,4,29,34,9,77
1197,Topps Museum Collection Single-Player Signature Swatches Dual Relic Autographs,2022,6,0,–,0,0,0,2,2,10,46,72,10,148
1198,Topps Museum Collection Single-Player Signature Swatches Triple Relic Autographs,2022,9,0,–,0,0,0,1,5,12,36,16,1,80
1199,Topps Museum Collection Superstar Showpieces Autographs,2022,0,0,–,0,0,0,0,1,2,8,4,0,15
1200,Topps Museum Collection Triple Autographs,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1201,Topps National Q & A Women in the Hobby X Topps,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1202,Topps Nippon Professional Baseball,2022,1,0,–,0,0,0,0,0,1,1,17,38,58
1203,Topps Nippon Professional Baseball 1958 Topps Baseball,2022,0,0,–,0,0,0,0,0,0,1,6,4,11
1204,Topps Nippon Professional Baseball Animated,2022,0,0,–,0,0,0,0,0,0,3,5,1,9
1205,Topps Nippon Professional Baseball King of the Craft,2022,0,0,–,0,0,0,0,0,0,1,1,2,4
1206,Topps No-Hit Club,2022,0,0,–,0,0,0,0,2,1,5,6,0,14
1207,Topps Now,2022,55,0,–,0,0,3,5,35,36,377,"4,008","11,576","16,095"
1208,Topps Now Card of the Month,2022,0,0,–,0,0,0,0,0,2,2,55,218,277
1209,Topps Now MLB All-Star Game,2022,0,0,–,0,0,0,0,0,0,0,6,26,32
1210,Topps Now MLB Network's Top 100,2022,0,0,–,0,0,0,0,2,6,22,76,58,164
1211,Topps Now Offseason,2022,2,0,–,0,0,0,1,2,1,37,339,"1,276","1,658"
1212,Topps Now Offseason Rookie Cup MLB All-Star Rookie Team,2022,0,0,–,0,0,0,0,2,2,8,131,544,687
1213,Topps Now Players Choice Awards,2022,0,0,–,0,0,0,0,1,1,5,24,62,93
1214,Topps Now Postseason,2022,1,0,–,0,0,0,0,0,1,9,117,305,433
1215,Topps Now Road to Opening Day,2022,6,0,–,0,0,0,2,3,4,17,124,171,327
1216,Topps Now Road to Opening Day Bonus,2022,0,0,–,0,0,0,0,0,0,1,5,19,25
1217,Topps Now Samurai Japan,2022,0,0,–,0,0,0,0,0,0,2,28,66,96
1218,Topps Now Samurai Japan Team Set,2022,0,0,–,0,0,0,0,0,0,0,9,9,18
1219,Topps Now Spring Training,2022,0,0,–,0,0,0,0,0,1,1,8,10,20
1220,Topps Now Turn Back the Clock,2022,2,0,–,0,0,0,0,4,0,6,55,76,143
1221,Topps Now World Series Champions Houston Astros,2022,0,0,–,0,0,0,0,1,0,2,9,31,43
1222,Topps Now World Series Matchups,2022,0,0,–,0,0,0,0,0,0,0,3,5,8
1223,Topps Npb Nippon Professional Baseball Cards Autographs,2022,0,0,–,0,0,0,0,0,0,0,2,0,2
1224,Topps Nscc 1952 Topps Wrapper Redemption,2022,0,0,–,0,0,0,0,1,1,7,113,151,273
1225,Topps Nscc 1987 Topps Anniversary VIP,2022,0,0,–,0,0,0,0,0,1,1,4,4,10
1226,Topps Nscc 2001 Topps Autographs,2022,0,0,–,0,0,0,0,0,4,7,6,1,18
1227,Topps Opening Day,2022,16,0,–,0,2,0,1,8,13,83,330,412,865
1228,Topps Opening Day Ballpark Profile Autographs,2022,1,0,–,0,0,0,0,0,1,0,1,0,3
1229,Topps Opening Day Bomb Squad,2022,0,0,–,0,0,0,1,0,3,6,17,12,39
1230,Topps Opening Day Diamond Relics,2022,0,0,–,0,0,0,0,0,2,0,3,1,6
1231,Topps Opening Day Dugout Peeks,2022,0,0,–,0,0,0,0,0,0,4,18,15,37
1232,Topps Opening Day Luck of Irish,2022,0,0,–,0,0,0,0,1,0,1,9,18,29
1233,Topps Opening Day Major League Mementos Relics,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1234,Topps Opening Day Mascots,2022,0,0,–,0,0,0,0,0,1,3,13,11,28
1235,Topps Opening Day Opening Day,2022,0,0,–,0,0,0,0,0,0,3,4,0,7
1236,Topps Opening Day Opening Day Autographs,2022,1,0,–,0,0,0,0,0,3,4,3,0,11
1237,Topps Opening Day Opening Day Relics,2022,0,0,–,0,0,0,0,0,0,0,6,0,6
1238,Topps Opening Day Triple Play,2022,0,0,–,0,0,0,1,3,5,13,49,18,89
1239,Topps Opening Day Turf War Dual Diamond Relics,2022,0,0,–,0,0,0,0,0,1,0,1,0,2
1240,Topps Opening Day Walk This Way,2022,0,0,–,0,0,0,0,0,0,1,7,5,13
1241,Topps Oversized 1987 Topps All-Star Boxloaders,2022,1,0,–,0,0,0,1,0,3,4,0,1,10
1242,Topps Oversized 1987 Topps Future Stars,2022,1,0,–,0,0,1,0,0,0,2,3,3,10
1243,Topps Pittsburgh Pirates,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1244,Topps Player Jersey Commemorative Medallion,2022,2,0,–,0,1,5,2,17,22,81,104,26,260
1245,Topps Postseason Performance Autographs,2022,0,0,–,0,0,0,1,0,2,10,16,21,50
1246,Topps Postseason Performance Relics,2022,0,0,–,0,0,0,0,0,0,3,7,3,13
1247,Topps Premiere Party 1987 Topps Baseball Autographs,2022,3,0,–,0,0,0,0,0,0,2,5,1,11
1248,Topps Pristine,2022,1,0,–,0,0,1,1,8,23,86,416,"2,274","2,810"
1249,Topps Pristine Fresh Faces,2022,0,0,–,0,0,0,0,0,0,8,24,38,70
1250,Topps Pristine Fresh Faces Autographs,2022,0,0,–,0,0,0,0,0,1,0,11,64,76
1251,Topps Pristine Popular Demand Autograph Relics,2022,3,0,–,0,0,0,0,0,0,2,50,70,125
1252,Topps Pristine Popular Demand Autographs,2022,0,0,–,0,0,0,0,1,1,7,12,107,128
1253,Topps Pristine Pristine Autographs,2022,1,0,–,0,0,0,0,4,10,30,123,617,785
1254,Topps Pristine Pristine Borders,2022,0,0,–,0,0,0,1,0,2,6,43,59,111
1255,Topps Pristine Pristine Pair Dual Autographs,2022,0,0,–,0,0,0,0,0,0,2,13,19,34
1256,Topps Pristine Pure Power,2022,0,0,–,0,0,0,0,2,2,14,41,99,158
1257,Topps Pristine Pure Power Autographs,2022,1,0,–,0,0,0,0,0,2,3,26,136,168
1258,Topps Pristine Slice of A Star Autograph Relics,2022,2,0,–,0,0,0,1,5,7,31,145,166,357
1259,Topps Pro Debut,2022,8,0,–,0,2,1,4,16,50,236,"1,037","1,750","3,104"
1260,Topps Pro Debut Brick By Brick,2022,0,0,–,0,0,0,0,0,7,23,25,7,62
1261,Topps Pro Debut Draftboards Quad Autographs,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1262,Topps Pro Debut Draftee Debut,2022,0,0,–,0,0,0,0,0,0,9,11,2,22
1263,Topps Pro Debut Future Cornerstones Autographs,2022,0,0,–,0,0,0,0,0,1,44,46,5,96
1264,Topps Pro Debut Milb Legends,2022,0,0,–,0,0,0,0,0,2,14,27,50,93
1265,Topps PROJECT100,2022,1,0,–,0,0,0,1,3,11,122,527,353,"1,018"
1266,Topps PROJECT70,2022,1,0,–,0,0,0,0,0,6,44,305,372,728
1267,Topps Reverence Autographed Patch,2022,4,0,–,0,0,0,0,0,7,15,3,0,29
1268,Topps Rip,2022,0,0,–,0,0,0,0,1,2,8,49,39,99
1269,Topps Rip Mini,2022,1,0,–,0,0,0,0,2,7,39,99,33,181
1270,Topps Rip Mini Autographs,2022,5,0,–,0,0,0,0,0,2,18,36,2,63
1271,Topps Rip Ripped From History Mini Autographs,2022,0,0,–,0,0,0,0,0,1,5,1,5,12
1272,Topps Salute to the Mick,2022,0,0,–,0,0,0,1,0,2,25,70,17,115
1273,Topps Series 1 Premiere Party Premiere Player Autographs,2022,0,0,–,0,0,0,0,0,0,1,0,1,2
1274,Topps Significant Statistics,2022,0,0,–,0,0,0,0,0,2,10,11,5,28
1275,Topps Silver Pack 1987 Chrome Promo,2022,18,0,–,4,13,17,34,84,148,949,"4,112","4,081","9,460"
1276,Topps Silver Slugger Award Winner Patches Commemorative Relics,2022,0,0,–,0,0,0,1,4,7,15,9,0,36
1277,Topps Sketch,2022,0,0,–,0,0,0,0,0,1,2,3,3,9
1278,Topps Stadium Club,2022,3,0,–,1,1,3,14,42,62,508,"2,310","1,328","4,272"
1279,Topps Stadium Club 1991 Design Variation Autographs,2022,0,0,–,0,0,0,0,0,1,5,7,0,13
1280,Topps Stadium Club 1992 Rookie Design Variation Autographs,2022,0,0,–,0,0,0,0,0,0,2,2,0,4
1281,Topps Stadium Club Base Autographs,2022,9,0,–,0,0,0,1,1,14,156,365,103,649
1282,Topps Stadium Club Beam Team,2022,0,0,–,0,0,0,0,2,8,64,64,33,171
1283,Topps Stadium Club Beam Team Autographs,2022,3,0,–,0,0,0,0,1,8,17,8,2,39
1284,Topps Stadium Club Chrome,2022,2,0,–,0,0,2,9,33,60,278,"1,976","4,249","6,609"
1285,Topps Stadium Club Chrome 1991 Stadium Club Autographs,2022,1,0,–,0,0,0,3,3,1,7,33,48,96
1286,Topps Stadium Club Chrome Autographs,2022,4,0,–,0,1,1,0,10,2,69,546,814,"1,447"
1287,Topps Stadium Club Chrome Beam Team,2022,1,0,–,0,0,1,2,14,20,140,507,"1,388","2,073"
1288,Topps Stadium Club Chrome Beam Team Autographs,2022,0,0,–,0,0,0,1,3,2,4,30,28,68
1289,Topps Stadium Club Chrome Cosigners Autographs,2022,0,0,–,0,0,0,0,3,0,3,5,3,14
1290,Topps Stadium Club Chrome Dynasty and Destiny,2022,0,0,–,0,0,1,0,1,5,32,205,487,731
1291,Topps Stadium Club Chrome Lone Star Signatures,2022,0,0,–,0,0,0,0,2,0,4,6,33,45
1292,Topps Stadium Club Chrome Team of the Future,2022,0,0,–,0,1,0,0,4,12,42,229,937,"1,225"
1293,Topps Stadium Club Chrome Trophy Hunters,2022,1,0,–,0,0,0,1,1,11,40,256,955,"1,265"
1294,Topps Stadium Club CO-Signers Autographs,2022,0,0,–,0,0,0,0,1,0,4,5,0,10
1295,Topps Stadium Club Dynasty and Destiny,2022,0,0,–,0,0,0,1,1,7,64,59,8,140
1296,Topps Stadium Club Instavision,2022,0,0,–,0,0,1,5,5,10,65,50,1,137
1297,Topps Stadium Club Lone Star Signatures,2022,0,0,–,0,0,0,0,1,3,3,23,16,46
1298,Topps Stadium Club Master Photo,2022,0,0,–,0,0,0,0,1,0,2,2,2,7
1299,Topps Stadium Club Members Only Derek Jeter 20 Seasons Autographs,2022,0,0,–,0,0,0,0,0,0,1,3,0,4
1300,Topps Stadium Club Members Only Derek Jeter Autographed Jumbo Jersey Relic,2022,0,0,–,0,0,0,0,0,0,1,2,0,3
1301,Topps Stadium Club Members Only Derek Jeter Autographed Quad Relics,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1302,Topps Stadium Club Members Only Derek Jeter Beam Team Autographs,2022,0,0,–,0,0,0,0,0,0,2,3,4,9
1303,Topps Stadium Club Members Only Derek Jeter Chrome Beam Team,2022,0,0,–,0,0,0,0,0,0,0,7,99,106
1304,Topps Stadium Club Members Only Derek Jeter Quadrumvirates Autographs 1/1,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1305,Topps Stadium Club Members Only Derek Jeter the Captain's Career,2022,0,0,–,0,0,0,0,0,0,21,182,83,286
1306,Topps Stadium Club Members Only Derek Jeter the Captain's Career Autographs,2022,1,0,–,0,0,0,0,1,1,1,11,5,20
1307,Topps Stadium Club Members Only Derek Jeter the Captain's Career Relics,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1308,Topps Stadium Club Oversized Base Box Topper,2022,0,0,–,0,0,1,1,0,2,2,2,0,8
1309,Topps Stadium Club Oversized Base Box Topper Autographs,2022,2,0,–,0,0,0,0,0,3,2,1,0,8
1310,Topps Stadium Club Power Zone,2022,0,0,–,0,0,0,0,0,1,14,112,110,237
1311,Topps Stadium Club Power Zone Autographs,2022,0,0,–,0,0,0,0,0,3,3,13,4,23
1312,Topps Stadium Club Team of the Future,2022,0,0,–,0,0,0,0,7,21,92,166,125,411
1313,Topps Stadium Club Team of the Future Autographs,2022,0,0,–,0,0,0,0,1,1,8,7,2,19
1314,Topps Stadium Club Triumvirates,2022,0,0,–,0,0,0,1,9,3,20,109,174,316
1315,Topps Stars of MLB,2022,5,0,–,0,0,2,19,14,30,172,"2,008","2,545","4,795"
1316,Topps Sterling Autograph Bat Knobs,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1317,Topps Sterling Autograph Bat Nameplate,2022,2,0,–,0,0,0,0,0,0,1,3,1,7
1318,Topps Sterling Bat Knobs,2022,0,0,–,0,0,0,0,0,0,4,1,0,5
1319,Topps Sterling Bat Nameplate,2022,0,0,–,0,0,0,0,0,0,2,3,1,6
1320,Topps Sterling Cut Signatures,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1321,Topps Sterling Jersey Letter Patch,2022,0,0,–,0,0,0,0,0,1,5,9,1,16
1322,Topps Sterling Legendary Cut Signature Relics,2022,0,0,–,0,0,0,0,0,1,1,1,0,3
1323,Topps Sterling Sterling Debuts Autograph Relics,2022,0,0,–,0,0,0,0,0,0,9,6,1,16
1324,Topps Sterling Sterling Seasons Autograph Relics,2022,5,0,–,0,0,0,0,1,2,28,89,33,158
1325,Topps Sterling Sterling Sets Dual Autograph Relics,2022,2,0,–,0,0,0,0,2,2,8,16,3,33
1326,Topps Sterling Sterling Sets Triple Autograph Relics,2022,1,0,–,0,0,0,0,0,3,12,9,2,27
1327,Topps Sterling Sterling Splendor Jumbo Patch Autographs,2022,0,0,–,0,0,0,0,1,3,8,4,0,16
1328,Topps Sterling Sterling Strikes Autograph Relics,2022,1,0,–,0,0,1,0,0,0,10,19,13,44
1329,Topps Sterling Sterling Swings Autograph Relics,2022,1,0,–,0,0,0,0,4,3,34,70,8,120
1330,Topps Sweet Shades,2022,1,0,–,0,0,0,0,4,9,45,154,33,246
1331,Topps Team Set American League All-Star,2022,0,0,–,0,0,0,0,0,0,0,1,754,755
1332,Topps Team Set Atlanta Braves,2022,0,0,–,0,0,0,0,1,0,0,0,0,1
1333,Topps Team Set Cincinnati Reds,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1334,Topps Team Set Cleveland Guardians,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1335,Topps Team Set Detroit Tigers,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1336,Topps Team Set los Angeles Angels,2022,1,0,–,0,0,0,0,0,0,0,2,3,6
1337,Topps Team Set los Angeles Dodgers,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1338,Topps Team Set Milwaukee Brewers,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1339,Topps Team Set New York Yankees,2022,0,0,–,0,0,0,0,0,0,1,0,1,2
1340,Topps Team Set Tampa Bay Rays,2022,0,0,–,1,0,0,0,2,0,3,4,821,831
1341,Topps the Alonso Foundation Promo,2022,2,0,–,0,0,0,0,0,0,0,0,5,7
1342,Topps Throwback Thursday,2022,1,0,–,0,0,0,2,9,30,277,"2,011","3,197","5,527"
1343,Topps Tier One Autographed Prodigious Patches,2022,0,0,–,0,0,0,0,0,0,7,8,1,16
1344,Topps Tier One Autographed Tier One Relics,2022,1,0,–,0,0,0,0,0,2,12,41,12,68
1345,Topps Tier One Break Out Autographs,2022,2,0,–,0,0,0,0,2,3,60,218,72,357
1346,Topps Tier One Clear One Autographs,2022,1,0,–,0,0,0,0,1,6,4,0,0,12
1347,Topps Tier One Clear One Dual Autographs,2022,0,0,–,0,0,0,0,0,5,0,0,0,5
1348,Topps Tier One Cut Signature Relics,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1349,Topps Tier One Dual Autographs,2022,2,0,–,0,0,0,0,0,1,2,13,16,34
1350,Topps Tier One Gripping Autographed Relics,2022,1,0,–,0,0,1,0,0,0,2,2,0,6
1351,Topps Tier One Gripping Relics,2022,0,0,–,0,0,0,0,0,0,0,4,0,4
1352,Topps Tier One Next Level Autographs,2022,0,0,–,0,0,0,1,1,2,16,49,5,74
1353,Topps Tier One Perfect Contact Autographed Bat Relics,2022,0,0,–,0,0,0,0,0,0,0,3,1,4
1354,Topps Tier One Prime Performers Autographs,2022,3,0,–,0,0,0,0,0,3,52,107,21,186
1355,Topps Tier One Prodigious Patches,2022,1,0,–,0,0,0,0,0,0,5,7,1,14
1356,Topps Tier One Signature Tools Autograph Relics,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1357,Topps Tier One Tier One All-Star Patches,2022,1,0,–,0,0,0,0,0,0,0,0,0,1
1358,Topps Tier One Tier One Autographed Bat Knob,2022,1,0,–,0,0,0,0,0,0,1,2,0,4
1359,Topps Tier One Tier One Autographed Limited Lumber Relics,2022,1,0,–,0,0,0,0,0,2,3,0,0,6
1360,Topps Tier One Tier One Autographed Uniform Button Relics,2022,1,0,–,0,0,0,0,0,0,1,1,0,3
1361,Topps Tier One Tier One Autographs,2022,2,0,–,0,0,0,0,0,7,66,118,13,206
1362,Topps Tier One Tier One Bat Knobs,2022,0,0,–,0,0,0,0,0,0,2,2,0,4
1363,Topps Tier One Tier One Legends Relics,2022,0,0,–,0,0,0,0,1,3,3,12,6,25
1364,Topps Tier One Tier One Legends Relics Dual Patch,2022,0,0,–,0,0,0,0,0,0,1,0,1,2
1365,Topps Tier One Tier One Limited Lumber Relics,2022,0,0,–,0,0,0,0,0,0,3,7,0,10
1366,Topps Tier One Tier One Relics,2022,0,0,–,0,0,0,1,0,1,23,57,21,103
1367,Topps Tier One Tier One Talent Autographs,2022,4,0,–,0,0,0,0,0,5,48,139,19,215
1368,Topps Tier One Tier One Uniform Button Relics,2022,1,0,–,0,0,0,0,1,1,3,1,1,8
1369,Topps Tier One Triple Autographs,2022,0,0,–,0,0,0,0,0,1,0,1,10,12
1370,Topps Transcendent Collection 1958 Topps Superfractor Autographs 1/1,2022,0,0,–,0,0,0,0,0,1,1,9,1,12
1371,Topps Transcendent Collection Active Autograph Patch 1/1,2022,1,0,–,0,0,0,0,0,0,1,0,0,2
1372,Topps Transcendent Collection Autographs,2022,6,0,–,0,0,0,0,0,2,26,188,98,320
1373,Topps Transcendent Collection Through the Years Autographs 1/1,2022,1,0,–,0,0,0,0,0,0,2,7,0,10
